client_id,application_date,age,annual_income,loan_amount,term_months,interest_rate,loan_purpose,employment_status,credit_score,dti,default
3607,2023-02-07,55,61860.24,11607.28,24,0.0748,other,retired,638,3.25,1
3608,2022-09-28,63,23732.55,18977.27,36,0.1133,small_business,student,680,5.88,1
3609,2022-03-11,21,23829.38,14546.16,36,0.1358,other,employed,667,8.34,1
3610,2022-07-04,65,53329.15,14626.63,36,0.1366,other,employed,634,1.66,0
3611,2022-08-16,35,37338.89,10535.72,48,0.1166,education,employed,675,4.82,1
3612,2022-03-10,46,47636.0,15013.26,48,0.062,small_business,employed,613,2.17,0
3613,2023-07-19,57,26274.81,11211.05,36,0.1321,car,self_employed,774,6.1,0
3614,2022-08-25,41,33780.37,7177.18,60,0.1028,car,employed,733,2.12,1
3615,2022-07-16,69,50787.58,11374.47,12,0.0653,other,self_employed,549,5.1,1
3616,2023-05-29,51,33261.91,19726.98,12,0.1159,car,retired,730,6.73,1
3617,2022-04-17,45,48476.64,15216.06,24,0.0834,debt_consolidation,student,657,4.18,0
3618,2022-05-26,43,39647.21,16610.64,36,0.0315,small_business,employed,647,5.14,1
3619,2022-06-09,44,22524.45,12008.8,36,0.0606,home_improvement,employed,725,8.14,0
3620,2022-08-27,58,34804.19,1000.0,36,0.088,small_business,unemployed,671,2.21,0
3621,2023-01-04,48,46776.61,4671.43,12,0.0869,debt_consolidation,employed,656,1.27,0
3622,2022-05-06,41,43032.99,10265.97,24,0.0581,home_improvement,unemployed,600,1.0,1
3623,2022-06-06,63,34516.97,5189.63,48,0.1125,debt_consolidation,retired,734,1.0,0
3624,2023-04-13,38,12299.43,8853.85,48,0.1056,other,employed,742,10.19,0
3625,2023-04-12,56,13448.1,8636.67,36,0.0469,debt_consolidation,employed,689,4.59,0
3626,2023-12-21,55,16000.33,8817.55,36,0.169,small_business,employed,610,5.13,1
3627,2023-12-16,65,28874.69,20623.02,36,0.0536,debt_consolidation,self_employed,698,7.34,0
3628,2022-11-12,29,30474.59,11682.13,24,0.0763,debt_consolidation,employed,718,4.12,1
3629,2023-10-01,58,17295.06,17608.02,36,0.1013,debt_consolidation,unemployed,678,11.45,0
3630,2022-12-08,50,47270.15,12983.67,36,0.0764,debt_consolidation,retired,732,3.36,0
3631,2022-06-04,64,19834.77,20494.48,36,0.1336,home_improvement,employed,690,10.24,0
3632,2022-05-16,54,18553.29,18125.88,12,0.0847,debt_consolidation,student,698,9.97,0
3633,2023-04-01,52,36058.83,8450.9,60,0.0623,car,self_employed,768,6.35,0
3634,2023-10-25,23,46686.86,23769.78,48,0.1084,debt_consolidation,retired,650,8.9,0
3635,2022-02-01,23,59658.26,9272.87,24,0.02,small_business,employed,585,2.88,1
3636,2022-01-15,48,41990.54,13200.0,36,0.106,debt_consolidation,employed,669,4.99,1
3637,2022-05-08,64,53957.96,14262.16,60,0.1287,car,employed,646,3.68,1
3638,2023-01-14,35,20455.32,14930.19,12,0.0208,home_improvement,employed,594,8.61,1
3639,2023-02-28,61,60916.87,16777.08,36,0.0779,other,employed,717,1.53,1
3640,2022-04-06,43,12662.19,7459.29,36,0.0406,small_business,retired,680,9.92,0
3641,2022-11-09,60,28953.93,16274.01,36,0.0904,other,employed,570,10.44,0
3642,2023-09-05,31,41727.83,15486.87,48,0.1573,debt_consolidation,student,772,3.31,0
3643,2022-04-28,68,15737.4,12002.83,24,0.0969,small_business,employed,636,11.3,1
3644,2023-06-06,52,23875.4,10861.54,12,0.0834,small_business,employed,643,4.54,0
3645,2022-04-27,56,21968.93,7151.39,12,0.02,other,employed,736,2.27,0
3646,2022-12-14,53,31277.35,14882.11,12,0.0568,debt_consolidation,student,705,4.77,0
3647,2022-06-29,44,52058.99,8037.18,36,0.086,other,employed,745,1.03,0
3648,2022-08-12,59,35201.9,13427.28,48,0.0928,car,employed,549,5.7,1
3649,2022-08-12,54,29443.23,11392.03,24,0.1003,home_improvement,retired,662,3.67,1
3650,2022-09-05,48,12000.0,3995.04,36,0.113,car,employed,688,5.62,1
3651,2022-09-11,57,40601.06,6399.37,36,0.0628,car,self_employed,758,1.0,0
3652,2022-11-15,27,44480.18,14428.66,24,0.0912,home_improvement,employed,629,3.69,1
3653,2023-10-11,24,14599.76,8854.09,36,0.0751,car,employed,659,4.93,0
3654,2023-07-07,57,34196.33,8649.48,36,0.0618,small_business,employed,688,1.0,0
3655,2023-07-06,21,37316.1,7416.32,36,0.0638,home_improvement,retired,725,3.04,0
3656,2022-01-25,21,46575.22,7619.93,24,0.1062,education,retired,613,2.1,1
3657,2022-05-18,67,26302.78,21856.0,36,0.02,debt_consolidation,employed,728,8.97,0
3658,2022-01-09,40,24495.68,5280.37,60,0.0343,other,employed,644,1.0,0
3659,2023-07-23,39,29522.03,20837.42,36,0.185,home_improvement,employed,702,6.06,1
3660,2022-10-29,49,50413.24,10015.61,24,0.0701,debt_consolidation,employed,668,3.02,0
3661,2023-09-23,30,47526.15,8077.47,36,0.1341,education,employed,696,1.0,0
3662,2022-06-20,38,34743.86,14302.94,12,0.0881,debt_consolidation,employed,692,8.13,0
3663,2023-05-27,48,47237.32,12318.24,36,0.0732,debt_consolidation,employed,756,3.41,0
3664,2023-01-04,55,12000.0,10815.0,24,0.1097,car,employed,665,11.79,1
3665,2023-05-26,63,44499.85,13319.3,12,0.0924,home_improvement,self_employed,661,6.35,1
3666,2023-01-10,67,21574.81,12223.19,36,0.0846,debt_consolidation,retired,744,5.08,1
3667,2022-07-23,51,56204.29,10706.41,12,0.0887,debt_consolidation,employed,764,3.12,0
3668,2022-02-26,47,22229.06,17614.05,36,0.1018,other,self_employed,656,10.45,1
3669,2023-10-19,31,24766.85,3318.14,12,0.0694,debt_consolidation,employed,721,1.0,0
3670,2022-01-25,69,41749.08,6512.01,12,0.0755,debt_consolidation,employed,628,1.0,0
3671,2023-09-15,69,42907.45,7270.71,48,0.0607,other,self_employed,721,1.0,0
3672,2023-01-26,58,29644.02,5652.38,60,0.0538,debt_consolidation,self_employed,735,1.0,0
3673,2022-02-24,25,39456.85,12515.56,24,0.1455,education,employed,663,5.98,1
3674,2022-05-27,28,40944.56,15032.52,36,0.0628,debt_consolidation,employed,746,2.78,1
3675,2023-06-28,54,39717.38,1000.0,24,0.12,home_improvement,retired,664,2.16,0
3676,2022-03-28,68,30145.34,9155.68,36,0.0793,car,self_employed,681,2.06,0
3677,2023-11-03,32,41062.53,10070.02,36,0.1062,other,self_employed,703,2.97,0
3678,2022-03-13,58,51876.44,10284.86,24,0.0899,car,unemployed,622,3.38,1
3679,2023-06-18,21,20294.14,4289.47,48,0.0363,home_improvement,employed,598,4.54,0
3680,2023-11-26,51,24919.28,10120.07,12,0.0909,other,employed,696,3.89,0
3681,2022-05-16,24,35327.07,6533.26,12,0.1082,other,student,635,1.0,0
3682,2022-02-15,69,22325.31,9993.74,48,0.0614,debt_consolidation,employed,606,1.35,1
3683,2023-06-01,65,13359.16,1682.23,36,0.1597,small_business,employed,726,1.0,0
3684,2022-01-12,25,48117.48,10034.64,36,0.1144,car,self_employed,771,9.09,0
3685,2022-01-27,50,12000.0,7685.8,36,0.1146,home_improvement,employed,731,7.18,1
3686,2022-03-25,44,30171.41,10425.11,36,0.1178,car,employed,608,1.24,0
3687,2023-07-02,23,44107.33,13804.76,36,0.02,car,employed,690,3.39,0
3688,2022-02-21,31,38200.4,11731.59,24,0.1111,debt_consolidation,employed,661,5.11,1
3689,2023-10-04,65,30353.01,16760.37,36,0.1583,home_improvement,self_employed,628,5.37,1
3690,2022-03-15,24,21830.73,9835.4,36,0.1128,home_improvement,employed,685,3.17,1
3691,2023-05-05,46,39126.41,15713.31,36,0.0821,debt_consolidation,employed,675,9.84,1
3692,2023-03-31,47,23139.27,18749.92,48,0.0565,home_improvement,employed,666,10.46,1
3693,2022-09-05,66,38191.19,13642.56,24,0.0536,other,employed,739,7.35,0
3694,2022-01-12,63,36691.01,11875.21,36,0.05,education,employed,757,3.08,0
3695,2023-07-21,47,36812.39,14486.17,24,0.078,car,employed,660,8.27,0
3696,2022-12-02,62,27316.17,13854.5,36,0.058,other,unemployed,669,7.9,0
3697,2022-09-11,26,59420.11,18007.46,36,0.0854,home_improvement,self_employed,665,4.66,1
3698,2023-11-02,35,39298.48,16762.8,48,0.0961,debt_consolidation,employed,710,2.66,0
3699,2023-08-26,50,31655.49,16834.96,36,0.0384,home_improvement,employed,699,4.91,0
3700,2023-11-03,62,38171.25,12264.16,48,0.067,debt_consolidation,employed,637,4.75,0
3701,2022-04-14,57,25706.46,14047.36,48,0.0726,small_business,employed,672,5.86,0
3702,2023-08-26,57,30364.35,13935.16,60,0.0718,other,employed,590,6.25,0
3703,2022-11-11,62,63703.04,4755.72,36,0.0905,car,employed,585,1.0,1
3704,2022-03-09,57,25791.43,18413.5,60,0.0937,car,employed,609,9.41,1
3705,2023-05-16,55,34066.73,1984.26,24,0.0773,car,student,664,1.0,1
3706,2022-06-21,43,29526.74,16273.12,12,0.0698,debt_consolidation,self_employed,716,7.51,0
3707,2023-11-14,26,22524.39,13601.98,36,0.0894,small_business,retired,633,5.23,1
3708,2022-05-23,24,40053.02,10294.27,60,0.1333,home_improvement,employed,672,2.4,0
3709,2022-07-16,38,35437.67,14347.14,36,0.0463,debt_consolidation,employed,693,4.43,0
3710,2023-12-11,29,45932.33,14511.42,24,0.124,small_business,employed,772,1.99,0
3711,2022-06-22,69,44726.94,4153.2,36,0.041,debt_consolidation,student,683,1.0,0
3712,2023-10-27,49,45808.49,20496.76,36,0.1009,other,employed,686,5.93,0
3713,2023-10-27,33,23981.56,12432.83,24,0.1215,car,employed,643,7.63,0
3714,2023-06-06,67,42691.53,25888.39,48,0.0503,home_improvement,employed,790,7.78,0
3715,2022-07-09,37,42983.26,16738.63,60,0.1005,debt_consolidation,self_employed,725,5.69,1
3716,2022-01-12,65,22747.24,12296.38,48,0.0586,debt_consolidation,employed,613,6.65,0
3717,2022-01-29,52,31176.61,7859.76,24,0.1251,small_business,employed,769,1.63,0
3718,2023-07-09,68,17526.65,11334.96,24,0.042,car,student,723,4.3,0
3719,2022-03-29,42,43035.47,12898.98,24,0.0632,other,employed,694,2.54,0
3720,2023-04-18,24,42980.27,20792.58,24,0.0939,home_improvement,employed,719,5.56,1
3721,2022-04-21,25,52164.35,19359.96,12,0.1113,other,employed,748,3.2,1
3722,2023-02-25,57,32254.42,14708.93,48,0.0928,other,unemployed,634,8.58,1
3723,2022-03-10,61,40417.64,22615.15,24,0.1049,car,employed,656,7.27,1
3724,2022-04-29,69,46852.82,1000.0,48,0.0735,home_improvement,employed,677,1.0,0
3725,2023-02-28,33,25953.3,14776.72,60,0.0573,small_business,unemployed,605,7.92,1
3726,2022-09-04,54,24128.42,19533.91,12,0.1339,debt_consolidation,employed,723,13.76,0
3727,2022-01-22,65,26325.38,15284.63,60,0.105,small_business,retired,663,6.4,0
3728,2023-02-03,42,30808.45,4003.15,48,0.0754,home_improvement,self_employed,656,1.0,0
3729,2023-05-13,43,24553.35,20336.66,36,0.0404,education,employed,641,10.58,0
3730,2022-11-22,23,26842.07,16568.09,24,0.1267,debt_consolidation,employed,677,5.11,1
3731,2022-07-11,62,45570.98,14058.07,36,0.1279,small_business,self_employed,689,1.79,0
3732,2023-08-25,54,33843.84,12530.15,24,0.0835,debt_consolidation,self_employed,739,7.29,1
3733,2023-10-08,52,38680.38,23962.21,36,0.0702,small_business,self_employed,741,10.02,0
3734,2022-12-18,65,28391.4,14667.11,12,0.0822,car,employed,611,7.5,0
3735,2023-02-08,69,27603.61,10548.48,36,0.0837,debt_consolidation,retired,707,5.36,1
3736,2023-09-29,41,38426.67,7131.73,24,0.1131,other,employed,753,1.0,0
3737,2023-03-03,66,36512.75,16545.17,12,0.0559,small_business,employed,666,3.82,1
3738,2023-12-03,64,44335.84,17917.4,36,0.0725,other,student,669,7.49,0
3739,2022-11-19,41,50619.12,12339.09,36,0.0845,car,self_employed,656,1.91,1
3740,2023-08-17,64,26703.05,8653.33,36,0.0978,home_improvement,employed,712,2.29,1
3741,2022-08-15,31,45334.21,19980.34,12,0.116,home_improvement,retired,697,4.91,1
3742,2022-06-29,59,22042.33,6675.51,48,0.0993,education,employed,738,4.79,0
3743,2023-04-23,24,59885.34,23816.67,36,0.1426,debt_consolidation,employed,673,4.36,1
3744,2023-02-19,21,25564.35,7592.8,12,0.0603,debt_consolidation,self_employed,755,3.21,0
3745,2022-11-09,48,43287.57,4330.21,36,0.1338,other,employed,715,1.0,0
3746,2023-10-26,44,21953.12,5097.8,36,0.0614,car,retired,750,2.64,0
3747,2022-06-03,55,33174.91,5341.68,12,0.0781,other,unemployed,644,3.93,1
3748,2022-02-05,33,53548.8,10580.42,36,0.1016,debt_consolidation,employed,774,2.23,0
3749,2022-05-02,67,25187.55,9190.96,48,0.1253,other,retired,646,8.52,0
3750,2022-07-01,54,61450.23,18147.84,48,0.0782,education,employed,649,2.1,0
3751,2023-03-02,31,34936.69,17292.45,24,0.1018,small_business,employed,656,4.96,1
3752,2023-08-31,56,46708.55,10658.93,48,0.0805,car,retired,649,1.4,1
3753,2022-04-14,37,39835.33,30620.31,24,0.0211,other,retired,793,7.82,0
3754,2022-03-23,55,40484.48,10579.43,60,0.0888,home_improvement,employed,711,4.21,0
3755,2023-06-20,38,17886.64,11378.9,12,0.0528,education,employed,709,7.08,0
3756,2023-11-11,60,29325.77,4335.49,36,0.1281,debt_consolidation,employed,566,5.66,1
3757,2022-12-04,42,49351.72,11516.76,36,0.1284,home_improvement,employed,757,3.29,0
3758,2022-04-13,44,30868.15,13784.4,24,0.0649,small_business,employed,617,3.61,1
3759,2022-09-21,39,36665.98,4894.67,48,0.0603,debt_consolidation,employed,677,1.0,0
3760,2022-08-19,57,16430.93,9007.85,36,0.0711,education,employed,637,9.91,0
3761,2022-07-01,59,28549.08,13962.06,12,0.106,debt_consolidation,unemployed,694,6.31,0
3762,2023-09-19,41,48476.47,8850.99,36,0.1061,other,employed,772,4.8,0
3763,2022-08-15,28,19608.45,7595.04,36,0.1922,other,employed,622,4.78,1
3764,2023-12-29,48,43604.95,16692.8,24,0.0807,car,student,636,4.62,0
3765,2023-05-15,25,37133.34,4307.32,60,0.0927,debt_consolidation,employed,688,4.07,0
3766,2023-05-26,37,32168.53,5472.47,48,0.148,home_improvement,unemployed,774,2.79,1
3767,2022-01-03,57,31640.91,13064.28,24,0.0986,debt_consolidation,employed,654,5.68,0
3768,2023-04-21,56,29107.64,17076.96,36,0.0574,car,employed,637,6.23,1
3769,2022-11-26,39,30176.35,13833.14,24,0.1003,debt_consolidation,employed,689,7.24,0
3770,2022-11-17,47,46156.88,10656.68,48,0.1111,car,employed,680,2.62,0
3771,2023-07-02,54,29815.47,10167.67,60,0.0797,debt_consolidation,employed,618,2.98,1
3772,2022-07-03,31,56691.08,18062.65,24,0.1139,debt_consolidation,employed,655,8.13,1
3773,2022-06-29,65,38594.39,17154.01,48,0.1112,debt_consolidation,employed,561,4.73,1
3774,2022-05-05,67,28084.86,12299.1,36,0.0762,home_improvement,employed,678,3.67,1
3775,2023-11-03,32,46680.39,10334.29,24,0.1366,home_improvement,employed,605,4.93,1
3776,2023-03-16,41,42486.75,12211.63,60,0.0665,debt_consolidation,student,828,4.81,0
3777,2023-01-30,31,15149.88,7636.82,36,0.1031,home_improvement,retired,713,4.72,0
3778,2023-01-20,59,22586.34,11098.95,36,0.0719,other,retired,695,5.74,0
3779,2022-04-22,48,33614.96,9062.78,36,0.0392,debt_consolidation,self_employed,711,4.57,0
3780,2023-10-08,25,15996.7,11394.93,24,0.1008,small_business,employed,650,8.96,0
3781,2022-07-21,37,60086.36,9277.89,24,0.1479,home_improvement,employed,671,3.42,1
3782,2023-10-26,40,44866.79,15143.71,60,0.0884,debt_consolidation,unemployed,710,4.04,1
3783,2022-11-24,61,34840.01,16910.43,36,0.0452,car,employed,621,7.46,1
3784,2023-02-12,66,30887.52,9721.71,48,0.0967,car,employed,720,3.16,1
3785,2023-08-12,32,27804.04,7128.72,24,0.0654,education,employed,806,1.78,0
3786,2022-09-22,26,12000.0,16269.73,36,0.1216,debt_consolidation,employed,591,18.36,1
3787,2023-03-19,37,14205.52,13108.55,60,0.0831,other,employed,711,11.65,0
3788,2022-09-11,39,57813.45,9799.58,24,0.0368,education,student,630,3.41,0
3789,2022-03-11,46,53883.2,20253.31,24,0.1053,car,self_employed,721,6.96,0
3790,2023-06-19,68,28090.67,8609.79,36,0.0963,debt_consolidation,employed,700,2.53,0
3791,2022-12-08,64,45895.99,1000.0,24,0.081,debt_consolidation,self_employed,792,1.33,0
3792,2022-08-01,64,41077.05,7752.24,24,0.0588,car,employed,782,6.9,0
3793,2023-09-02,52,42491.46,21710.27,48,0.1437,car,self_employed,593,5.81,1
3794,2022-05-03,26,17897.87,10093.78,60,0.0764,small_business,retired,725,4.35,0
3795,2023-06-21,56,13301.86,8907.36,36,0.1169,education,employed,724,9.67,1
3796,2023-07-04,58,49191.13,12159.62,48,0.0761,debt_consolidation,self_employed,751,1.0,0
3797,2022-07-14,31,12000.0,18066.38,48,0.1104,home_improvement,employed,708,15.85,0
3798,2022-09-27,53,33221.68,11502.6,48,0.0916,debt_consolidation,employed,715,4.17,1
3799,2023-05-05,44,30587.57,15548.09,12,0.0908,car,self_employed,618,6.04,1
3800,2022-03-07,43,29478.19,10864.4,24,0.0652,small_business,unemployed,705,4.8,1
3801,2022-07-18,35,38773.41,15595.27,12,0.1058,car,self_employed,667,9.24,0
3802,2022-05-22,47,26868.89,13081.58,12,0.1322,small_business,student,721,6.01,1
3803,2022-08-29,31,39748.83,9612.05,24,0.059,other,unemployed,674,1.75,1
3804,2022-07-28,37,36693.86,13548.55,24,0.065,home_improvement,unemployed,706,3.15,1
3805,2022-05-06,34,60184.79,8744.94,24,0.1783,debt_consolidation,unemployed,716,1.0,1
3806,2022-09-23,47,18375.09,3730.87,12,0.06,car,employed,718,1.0,0
3807,2022-12-21,38,35351.23,11880.67,36,0.0734,debt_consolidation,employed,635,5.15,1
3808,2022-06-25,48,40176.14,4263.75,24,0.1315,home_improvement,employed,825,1.88,1
3809,2023-01-22,67,31923.17,15584.58,48,0.1324,small_business,employed,695,6.79,0
3810,2022-02-16,67,18955.1,11775.06,12,0.02,home_improvement,unemployed,717,9.05,1
3811,2023-07-26,24,50085.23,20539.75,48,0.113,small_business,employed,683,6.16,1
3812,2023-10-09,27,39043.21,10018.58,60,0.0841,small_business,employed,613,1.0,0
3813,2023-09-25,65,19797.24,11879.84,48,0.0855,small_business,retired,726,6.63,1
3814,2022-06-16,55,40264.02,3182.24,48,0.125,debt_consolidation,employed,696,1.0,0
3815,2023-07-09,68,55418.79,5375.44,60,0.0796,small_business,employed,733,3.92,1
3816,2023-07-12,29,34564.21,1927.66,24,0.0746,home_improvement,employed,640,3.6,0
3817,2022-08-05,28,34973.45,18464.96,60,0.0804,debt_consolidation,unemployed,660,5.48,0
3818,2022-10-26,65,53816.06,9242.67,48,0.0795,other,employed,696,1.0,1
3819,2022-12-05,37,23355.39,19962.48,48,0.1004,other,student,682,10.57,1
3820,2022-04-13,37,55730.62,1000.0,24,0.1297,home_improvement,employed,662,1.0,0
3821,2022-03-27,69,46674.93,21288.45,36,0.1028,small_business,retired,696,5.3,1
3822,2023-12-07,53,23909.37,11591.86,36,0.0896,debt_consolidation,employed,765,8.25,0
3823,2023-12-27,52,26980.77,14039.08,36,0.1064,car,employed,707,6.78,0
3824,2022-08-14,28,28702.25,5622.34,48,0.1134,debt_consolidation,employed,750,1.39,0
3825,2023-05-16,39,12997.23,15163.74,12,0.1073,car,employed,669,12.67,1
3826,2023-12-10,58,38125.66,9756.52,24,0.07,car,employed,683,1.0,0
3827,2023-10-29,23,24452.64,4836.27,36,0.1027,debt_consolidation,employed,694,3.5,1
3828,2023-01-03,25,38558.62,4754.0,24,0.0264,home_improvement,employed,653,2.04,0
3829,2022-01-03,33,19508.68,4647.9,24,0.136,debt_consolidation,retired,695,3.98,1
3830,2022-11-16,67,46076.16,14281.44,12,0.1359,debt_consolidation,employed,774,3.68,0
3831,2022-01-24,66,43851.51,8186.21,24,0.1167,car,student,784,1.0,0
3832,2023-04-19,51,26529.45,2159.44,36,0.1274,car,retired,762,1.09,1
3833,2023-10-22,36,39315.79,14215.8,12,0.0878,debt_consolidation,employed,698,6.62,0
3834,2023-06-09,52,35995.05,1000.0,60,0.0675,debt_consolidation,employed,636,1.0,0
3835,2022-08-06,42,52787.59,19974.43,48,0.0524,debt_consolidation,self_employed,826,7.83,0
3836,2023-05-11,49,22610.25,23918.46,48,0.1202,debt_consolidation,unemployed,649,13.19,1
3837,2023-11-14,42,33172.42,4125.46,24,0.0675,car,retired,771,5.43,0
3838,2023-08-13,63,27311.8,18314.7,36,0.0788,other,self_employed,701,12.14,0
3839,2022-04-12,23,35537.82,14094.59,36,0.0967,debt_consolidation,employed,618,2.96,1
3840,2022-01-30,30,41399.28,8999.77,60,0.0889,education,employed,591,1.31,0
3841,2023-04-12,62,27178.31,9279.77,48,0.0979,debt_consolidation,retired,763,3.18,1
3842,2022-07-22,41,30630.73,15926.87,36,0.0358,car,self_employed,645,2.82,1
3843,2023-12-25,36,46592.49,11760.3,48,0.083,debt_consolidation,retired,604,3.96,1
3844,2022-06-02,32,51287.9,1000.0,24,0.1147,other,self_employed,663,1.11,1
3845,2023-11-09,22,40922.19,24438.09,12,0.077,car,employed,679,7.55,1
3846,2022-02-12,61,33344.44,14599.05,36,0.0641,education,student,702,2.8,1
3847,2023-02-18,44,32202.84,11687.94,12,0.1186,home_improvement,retired,699,7.53,0
3848,2023-07-06,55,41577.52,7689.46,12,0.0773,debt_consolidation,employed,636,1.0,1
3849,2023-03-19,50,37733.2,10866.24,48,0.0955,other,employed,680,1.0,1
3850,2022-05-31,50,15212.29,19615.12,24,0.0837,debt_consolidation,employed,783,17.23,0
3851,2022-02-13,67,41868.62,13569.71,36,0.09,debt_consolidation,unemployed,616,4.52,0
3852,2023-08-16,55,24673.16,14252.25,60,0.1359,debt_consolidation,employed,708,5.7,0
3853,2022-09-14,39,17996.76,4504.98,24,0.1072,debt_consolidation,employed,616,3.11,1
3854,2023-05-05,28,14979.86,9902.22,24,0.0533,debt_consolidation,employed,655,8.18,0
3855,2022-04-13,46,32406.75,12306.31,12,0.0788,home_improvement,employed,747,6.91,0
3856,2023-07-07,69,22801.71,16179.4,12,0.0776,debt_consolidation,employed,557,6.08,0
3857,2023-12-01,60,12000.0,9505.1,12,0.0965,home_improvement,self_employed,805,10.08,1
3858,2022-07-27,27,30698.53,17567.21,12,0.1173,debt_consolidation,retired,602,9.02,1
3859,2023-01-29,50,29113.15,5133.88,36,0.091,other,employed,559,1.0,1
3860,2022-04-18,27,33201.19,12417.22,24,0.0901,debt_consolidation,self_employed,681,4.38,0
3861,2022-11-25,23,27453.22,11414.31,48,0.0231,home_improvement,self_employed,654,4.87,0
3862,2022-11-30,21,56951.96,2906.84,48,0.1297,education,employed,642,1.0,0
3863,2023-05-23,56,41208.05,11713.75,48,0.085,debt_consolidation,employed,718,3.99,0
3864,2023-12-07,45,29004.64,8504.37,36,0.0978,debt_consolidation,employed,624,4.22,1
3865,2023-07-23,57,34236.48,20482.65,12,0.0977,debt_consolidation,employed,714,10.17,0
3866,2023-09-25,21,51975.71,9538.46,48,0.0669,debt_consolidation,retired,729,2.16,0
3867,2023-08-20,35,46479.47,14105.22,24,0.0827,debt_consolidation,unemployed,597,4.52,1
3868,2023-03-02,57,18245.46,4613.75,12,0.0667,home_improvement,employed,741,5.98,0
3869,2023-08-01,33,23308.51,13419.41,48,0.1315,car,retired,726,5.62,1
3870,2023-08-05,60,25617.84,9509.72,24,0.0233,home_improvement,retired,773,2.09,0
3871,2022-08-21,28,29723.6,7342.34,24,0.0614,debt_consolidation,retired,680,3.21,0
3872,2023-03-27,25,27854.92,29003.35,48,0.0803,small_business,employed,629,12.09,0
3873,2022-09-24,29,35408.11,9879.31,60,0.1349,debt_consolidation,self_employed,755,3.17,0
3874,2023-05-31,21,43828.66,10728.31,24,0.1112,car,self_employed,682,2.09,1
3875,2023-08-14,56,45831.92,17411.96,24,0.0409,debt_consolidation,self_employed,789,2.88,0
3876,2023-12-31,55,31078.43,7389.44,36,0.0865,debt_consolidation,employed,722,4.72,0
3877,2023-01-14,22,15383.68,14419.63,48,0.1116,home_improvement,self_employed,678,11.2,1
3878,2023-04-29,60,22515.08,15061.92,12,0.1568,education,employed,627,12.51,1
3879,2022-03-20,43,28762.7,13468.2,36,0.0798,home_improvement,unemployed,673,3.54,0
3880,2023-11-20,29,20059.59,25778.04,60,0.0545,home_improvement,unemployed,736,19.42,0
3881,2022-08-30,54,48690.31,7174.39,24,0.0997,other,employed,589,2.35,0
3882,2023-02-10,66,20845.51,21225.6,60,0.0887,car,employed,655,12.25,0
3883,2023-11-08,34,42404.76,14832.84,60,0.1039,car,self_employed,583,1.99,1
3884,2022-10-03,24,14817.44,17456.7,24,0.1107,debt_consolidation,employed,617,12.8,0
3885,2022-06-27,50,42886.41,14047.41,48,0.0996,debt_consolidation,employed,643,6.45,0
3886,2023-11-02,51,33328.78,23269.66,24,0.1058,home_improvement,unemployed,663,3.04,0
3887,2023-06-27,58,53150.37,10079.53,48,0.1391,debt_consolidation,retired,701,1.0,1
3888,2022-11-27,31,21421.25,14983.32,48,0.0813,car,employed,722,5.17,0
3889,2023-04-29,55,28230.62,19832.84,24,0.0533,debt_consolidation,employed,763,10.77,0
3890,2023-07-07,28,30554.81,8646.94,48,0.0994,small_business,unemployed,776,4.76,1
3891,2023-05-31,23,33170.0,18002.62,48,0.0516,other,retired,751,4.48,0
3892,2022-09-27,34,30848.23,11888.17,24,0.0564,debt_consolidation,employed,657,3.68,0
3893,2022-06-23,33,31079.86,4590.7,24,0.0653,small_business,employed,694,2.03,0
3894,2023-04-22,65,30883.25,3290.46,12,0.0525,small_business,employed,646,3.32,0
3895,2022-04-02,52,12000.0,11455.08,36,0.1251,other,retired,695,9.42,1
3896,2023-05-25,54,46920.01,17945.31,60,0.0915,debt_consolidation,employed,670,4.85,1
3897,2023-08-24,65,69333.64,1000.0,48,0.1112,education,employed,611,1.0,0
3898,2023-08-22,39,38579.25,13202.7,36,0.1053,debt_consolidation,employed,767,3.9,0
3899,2023-06-29,58,21370.99,17354.26,36,0.0837,home_improvement,employed,782,7.95,1
3900,2023-02-18,36,22585.54,4332.3,24,0.1188,education,self_employed,634,2.72,0
3901,2022-05-17,22,42358.09,8196.2,24,0.0755,education,employed,711,1.0,0
3902,2023-11-09,60,39625.63,15434.2,36,0.085,debt_consolidation,employed,637,4.86,1
3903,2022-03-30,37,31588.52,17091.23,36,0.0688,small_business,employed,675,9.62,1
3904,2023-08-17,54,44040.85,21624.59,36,0.132,car,employed,648,7.98,1
3905,2022-02-12,62,12000.0,8481.96,60,0.0868,debt_consolidation,unemployed,642,11.25,1
3906,2023-10-09,36,44048.75,7106.54,36,0.1079,home_improvement,employed,691,2.57,0
3907,2022-12-10,58,37853.13,21916.11,36,0.0726,small_business,retired,571,9.21,1
3908,2022-10-23,22,23048.62,7470.35,12,0.1154,other,employed,648,1.0,1
3909,2022-12-07,22,17800.11,15043.71,60,0.1132,education,employed,850,6.75,0
3910,2023-09-23,46,36455.93,25098.69,48,0.0412,debt_consolidation,employed,587,6.25,1
3911,2022-11-14,33,51886.86,16516.25,48,0.0901,debt_consolidation,retired,657,1.95,1
3912,2023-11-26,67,32262.88,16699.62,36,0.0935,debt_consolidation,employed,697,8.3,1
3913,2022-02-04,51,24767.78,19668.4,36,0.081,debt_consolidation,self_employed,669,6.51,0
3914,2022-06-20,54,37295.46,15149.21,36,0.1315,car,employed,634,2.16,1
